id,Growth,Loss,Stable,Growth_cwci,Loss_cwci,Stable_cwci,Growth_discount,Loss_discount,Stable_discount
13068541,0.005,0.005,0.99,0.042,0.042,0.917,0.0,0.0,1.0
13068541,0.005,0.005,0.99,0.042,0.042,0.917,0.25,0.482,0.268
13068541,0.005,0.005,0.99,0.271,0.458,0.271,0.0,0.0,1.0
13068541,0.005,0.005,0.99,0.271,0.458,0.271,0.25,0.482,0.268
13068541,0.3,0.4,0.3,0.042,0.042,0.917,0.0,0.0,1.0
13068541,0.3,0.4,0.3,0.042,0.042,0.917,0.25,0.482,0.268
13068541,0.3,0.4,0.3,0.271,0.458,0.271,0.0,0.0,1.0
13068541,0.3,0.4,0.3,0.271,0.458,0.271,0.25,0.482,0.268
7462434,0.005,0.005,0.99,0.083,0.083,0.833,0.0,0.0,1.0
7462434,0.005,0.005,0.99,0.083,0.083,0.833,0.333,0.333,0.333
7462434,0.005,0.005,0.99,0.306,0.388,0.306,0.0,0.0,1.0
7462434,0.005,0.005,0.99,0.306,0.388,0.306,0.333,0.333,0.333
7462434,0.3,0.4,0.3,0.083,0.083,0.833,0.0,0.0,1.0
7462434,0.3,0.4,0.3,0.083,0.083,0.833,0.333,0.333,0.333
7462434,0.3,0.4,0.3,0.306,0.388,0.306,0.0,0.0,1.0
7462434,0.3,0.4,0.3,0.306,0.388,0.306,0.333,0.333,0.333
96421580,0.005,0.99,0.005,0.158,0.683,0.158,0.067,0.787,0.147
96421580,0.005,0.99,0.005,0.158,0.683,0.158,0.167,0.667,0.167
96421580,0.005,0.99,0.005,0.292,0.417,0.292,0.067,0.787,0.147
96421580,0.005,0.99,0.005,0.292,0.417,0.292,0.167,0.667,0.167
96421580,0.3,0.4,0.3,0.158,0.683,0.158,0.067,0.787,0.147
96421580,0.3,0.4,0.3,0.158,0.683,0.158,0.167,0.667,0.167
96421580,0.3,0.4,0.3,0.292,0.417,0.292,0.067,0.787,0.147
96421580,0.3,0.4,0.3,0.292,0.417,0.292,0.167,0.667,0.167
24892701,0.3,0.3,0.4,0.181,0.181,0.638,0.223,0.289,0.487
24892701,0.3,0.3,0.4,0.181,0.181,0.638,0.047,0.133,0.821
24892701,0.3,0.3,0.4,0.047,0.047,0.907,0.223,0.289,0.487
24892701,0.3,0.3,0.4,0.047,0.047,0.907,0.047,0.133,0.821
24892701,0.005,0.005,0.99,0.181,0.181,0.638,0.223,0.289,0.487
24892701,0.005,0.005,0.99,0.181,0.181,0.638,0.047,0.133,0.821
24892701,0.005,0.005,0.99,0.047,0.047,0.907,0.223,0.289,0.487
24892701,0.005,0.005,0.99,0.047,0.047,0.907,0.047,0.133,0.821
79842933,0.005,0.005,0.99,0.069,0.069,0.862,0.0,0.1,0.9
79842933,0.005,0.005,0.99,0.069,0.069,0.862,0.418,0.25,0.332
79842933,0.005,0.005,0.99,0.152,0.424,0.424,0.0,0.1,0.9
79842933,0.005,0.005,0.99,0.152,0.424,0.424,0.418,0.25,0.332
79842933,0.4,0.3,0.3,0.069,0.069,0.862,0.0,0.1,0.9
79842933,0.4,0.3,0.3,0.069,0.069,0.862,0.418,0.25,0.332
79842933,0.4,0.3,0.3,0.152,0.424,0.424,0.0,0.1,0.9
79842933,0.4,0.3,0.3,0.152,0.424,0.424,0.418,0.25,0.332
94123684,0.005,0.005,0.99,0.058,0.058,0.883,0.083,0.083,0.833
94123684,0.005,0.005,0.99,0.058,0.058,0.883,0.223,0.504,0.273
94123684,0.005,0.005,0.99,0.348,0.305,0.348,0.083,0.083,0.833
94123684,0.005,0.005,0.99,0.348,0.305,0.348,0.223,0.504,0.273
94123684,0.3,0.4,0.3,0.058,0.058,0.883,0.083,0.083,0.833
94123684,0.3,0.4,0.3,0.058,0.058,0.883,0.223,0.504,0.273
94123684,0.3,0.4,0.3,0.348,0.305,0.348,0.083,0.083,0.833
94123684,0.3,0.4,0.3,0.348,0.305,0.348,0.223,0.504,0.273
89126486,0.005,0.99,0.005,0.097,0.807,0.097,0.027,0.855,0.119
89126486,0.005,0.99,0.005,0.097,0.807,0.097,0.0,1.0,0.0
89126486,0.005,0.99,0.005,0.25,0.5,0.25,0.027,0.855,0.119
89126486,0.005,0.99,0.005,0.25,0.5,0.25,0.0,1.0,0.0
89126486,0.005,0.99,0.005,0.097,0.807,0.097,0.027,0.855,0.119
89126486,0.005,0.99,0.005,0.097,0.807,0.097,0.0,1.0,0.0
89126486,0.005,0.99,0.005,0.25,0.5,0.25,0.027,0.855,0.119
89126486,0.005,0.99,0.005,0.25,0.5,0.25,0.0,1.0,0.0
54707156,0.005,0.005,0.99,0.15,0.15,0.7,0.0,0.08,0.92
54707156,0.005,0.005,0.99,0.15,0.15,0.7,0.083,0.083,0.833
54707156,0.005,0.005,0.99,0.198,0.198,0.605,0.0,0.08,0.92
54707156,0.005,0.005,0.99,0.198,0.198,0.605,0.083,0.083,0.833
54707156,0.005,0.005,0.99,0.15,0.15,0.7,0.0,0.08,0.92
54707156,0.005,0.005,0.99,0.15,0.15,0.7,0.083,0.083,0.833
54707156,0.005,0.005,0.99,0.198,0.198,0.605,0.0,0.08,0.92
54707156,0.005,0.005,0.99,0.198,0.198,0.605,0.083,0.083,0.833
26822782,0.005,0.99,0.005,0.077,0.847,0.077,0.0,0.92,0.08
26822782,0.005,0.99,0.005,0.077,0.847,0.077,0.033,0.933,0.033
26822782,0.005,0.99,0.005,0.017,0.967,0.017,0.0,0.92,0.08
26822782,0.005,0.99,0.005,0.017,0.967,0.017,0.033,0.933,0.033
26822782,0.005,0.99,0.005,0.077,0.847,0.077,0.0,0.92,0.08
26822782,0.005,0.99,0.005,0.077,0.847,0.077,0.033,0.933,0.033
26822782,0.005,0.99,0.005,0.017,0.967,0.017,0.0,0.92,0.08
26822782,0.005,0.99,0.005,0.017,0.967,0.017,0.033,0.933,0.033
53693425,0.005,0.005,0.99,0.023,0.023,0.953,0.047,0.107,0.846
53693425,0.005,0.005,0.99,0.023,0.023,0.953,0.017,0.017,0.967
53693425,0.005,0.005,0.99,0.008,0.008,0.983,0.047,0.107,0.846
53693425,0.005,0.005,0.99,0.008,0.008,0.983,0.017,0.017,0.967
53693425,0.005,0.005,0.99,0.023,0.023,0.953,0.047,0.107,0.846
53693425,0.005,0.005,0.99,0.023,0.023,0.953,0.017,0.017,0.967
53693425,0.005,0.005,0.99,0.008,0.008,0.983,0.047,0.107,0.846
53693425,0.005,0.005,0.99,0.008,0.008,0.983,0.017,0.017,0.967
24933449,0.005,0.005,0.99,0.083,0.083,0.833,0.1,0.0,0.9
24933449,0.005,0.005,0.99,0.083,0.083,0.833,1.0,0.0,0.0
24933449,0.005,0.005,0.99,0.833,0.083,0.083,0.1,0.0,0.9
24933449,0.005,0.005,0.99,0.833,0.083,0.083,1.0,0.0,0.0
24933449,0.99,0.005,0.005,0.083,0.083,0.833,0.1,0.0,0.9
24933449,0.99,0.005,0.005,0.083,0.083,0.833,1.0,0.0,0.0
24933449,0.99,0.005,0.005,0.833,0.083,0.083,0.1,0.0,0.9
24933449,0.99,0.005,0.005,0.833,0.083,0.083,1.0,0.0,0.0
76577468,0.005,0.005,0.99,0.042,0.042,0.917,0.0,0.0,1.0
76577468,0.005,0.005,0.99,0.042,0.042,0.917,0.043,0.165,0.792
76577468,0.005,0.005,0.99,0.039,0.039,0.922,0.0,0.0,1.0
76577468,0.005,0.005,0.99,0.039,0.039,0.922,0.043,0.165,0.792
76577468,0.005,0.005,0.99,0.042,0.042,0.917,0.0,0.0,1.0
76577468,0.005,0.005,0.99,0.042,0.042,0.917,0.043,0.165,0.792
76577468,0.005,0.005,0.99,0.039,0.039,0.922,0.0,0.0,1.0
76577468,0.005,0.005,0.99,0.039,0.039,0.922,0.043,0.165,0.792
85905978,0.005,0.99,0.005,0.183,0.633,0.183,0.033,0.636,0.33
85905978,0.005,0.99,0.005,0.183,0.633,0.183,0.083,0.683,0.233
85905978,0.005,0.99,0.005,0.312,0.375,0.312,0.033,0.636,0.33
85905978,0.005,0.99,0.005,0.312,0.375,0.312,0.083,0.683,0.233
85905978,0.005,0.99,0.005,0.183,0.633,0.183,0.033,0.636,0.33
85905978,0.005,0.99,0.005,0.183,0.633,0.183,0.083,0.683,0.233
85905978,0.005,0.99,0.005,0.312,0.375,0.312,0.033,0.636,0.33
85905978,0.005,0.99,0.005,0.312,0.375,0.312,0.083,0.683,0.233
1658418,0.3,0.3,0.4,0.104,0.104,0.792,0.167,0.217,0.617
1658418,0.3,0.3,0.4,0.104,0.104,0.792,0.067,0.067,0.867
1658418,0.3,0.3,0.4,0.033,0.033,0.933,0.167,0.217,0.617
1658418,0.3,0.3,0.4,0.033,0.033,0.933,0.067,0.067,0.867
1658418,0.005,0.005,0.99,0.104,0.104,0.792,0.167,0.217,0.617
1658418,0.005,0.005,0.99,0.104,0.104,0.792,0.067,0.067,0.867
1658418,0.005,0.005,0.99,0.033,0.033,0.933,0.167,0.217,0.617
1658418,0.005,0.005,0.99,0.033,0.033,0.933,0.067,0.067,0.867
40950100,0.005,0.005,0.99,0.01,0.01,0.98,0.02,0.067,0.913
